feature,max,min
121,0.24570874869823456,-0.19981509447097778
122,0.298883318901062,-0.41710641980171204
123,0.27988672256469727,-0.3975980281829834
124,0.307456374168396,-0.38863974809646606
125,0.4091956317424774,-0.44819337129592896
126,0.3966524004936218,-0.3975573182106018
127,0.20648126304149628,-0.25218597054481506
128,0.0718010887503624,-0.25436246395111084
129,0.43099451065063477,-0.30938291549682617
130,0.46603691577911377,-0.3262713551521301
131,0.29754549264907837,-0.32096874713897705
132,0.5744260549545288,-0.5033321380615234
133,0.28188246488571167,-0.2636345326900482
134,0.3803873062133789,-0.2587088942527771
135,2.2330262660980225,-1.8664848804473877
136,0.3549157977104187,-0.43536829948425293
137,0.3429560959339142,-0.2982043921947479
138,0.24197646975517273,-0.5194769501686096
139,0.21699798107147217,-0.21903926134109497
140,0.33674901723861694,-0.4247869551181793
141,0.2995273470878601,-0.3290466368198395
142,0.32235187292099,-0.4706791639328003
143,1.5307021141052246,-3.9537572860717773
144,0.5336612462997437,-0.3598097562789917
145,0.3361460566520691,-0.3667938709259033
146,0.30549195408821106,-0.27004608511924744
147,0.47818130254745483,-0.2616695463657379
148,0.19785362482070923,-0.17863814532756805
149,0.2257891446352005,-0.25818753242492676
150,0.29914921522140503,-0.23540543019771576
151,0.4046192467212677,-0.4224241375923157
152,0.3112071752548218,-0.46045830845832825
153,0.41646289825439453,-0.3649834394454956
154,1.9783165454864502,-2.3015034198760986
155,0.2791694104671478,-0.35380488634109497
156,0.39781102538108826,-0.42315658926963806
157,0.3811495900154114,-0.30836641788482666
158,0.3221624493598938,-0.7516655921936035
159,0.2389783263206482,-0.259928822517395
160,0.30346328020095825,-0.29138749837875366
161,0.21829724311828613,-0.24212566018104553
162,0.2395205944776535,-0.3444766700267792
163,0.4968443214893341,-0.3061079978942871
164,0.5124589204788208,-0.4109126925468445
165,0.3016887903213501,-0.4369025230407715
166,0.32608211040496826,-0.2214510589838028
167,0.4445674419403076,-0.32975128293037415
168,0.3269098401069641,-0.33912909030914307
169,0.1570545732975006,-0.1677819937467575
170,0.24990776181221008,-0.36956340074539185
171,0.42917686700820923,-0.39395055174827576
172,0.4089822769165039,-0.4307718276977539
173,0.39591753482818604,-0.43697890639305115
174,0.21817535161972046,-0.21960493922233582
175,0.19056996703147888,-0.4771680533885956
176,0.3276559114456177,-0.3433709144592285
177,0.38492071628570557,-0.34248438477516174
178,0.26422035694122314,-0.3194403052330017
179,0.4344504475593567,-0.18053650856018066
180,0.44248098134994507,-0.5243299007415771
181,0.2952839136123657,-0.3685051202774048
182,0.22625115513801575,-0.25408416986465454
183,0.6986764073371887,-0.5227597951889038
184,0.36931219696998596,-0.26539596915245056
185,0.22330476343631744,-0.2667264938354492
186,0.451265811920166,-0.3941928744316101
187,0.35060229897499084,-0.3260180354118347
188,0.14773085713386536,-0.25788038969039917
189,0.2982565760612488,-0.3988744616508484
190,0.6247021555900574,-0.26647859811782837
191,0.2855416536331177,-0.39782989025115967
192,0.4205903112888336,-0.18758992850780487
193,0.3679386377334595,-0.4275900721549988
194,0.36572548747062683,-0.3554927408695221
195,0.5242775678634644,-0.2976796627044678
196,0.30056047439575195,-0.25841665267944336
197,0.21015816926956177,-0.386645644903183
198,0.3377179503440857,-0.5703951120376587
199,0.35929015278816223,-0.29862532019615173
200,0.21191589534282684,-0.2891983687877655
201,0.4586820900440216,-0.40476033091545105
202,0.45350706577301025,-0.409233033657074
203,0.3916918635368347,-0.2878535985946655
204,0.35703903436660767,-0.2249237596988678
205,0.3443439304828644,-0.27692750096321106
206,0.37015393376350403,-0.5118582248687744
207,0.4048120677471161,-0.18329674005508423
208,0.21663323044776917,-0.22100910544395447
209,0.37049853801727295,-0.22563931345939636
210,0.3635202944278717,-0.21642982959747314
211,0.288086473941803,-0.316281259059906
212,0.21646356582641602,-0.27497610449790955
213,0.5032475590705872,-0.30456462502479553
214,0.48564305901527405,-0.5383989810943604
215,0.4058273434638977,-0.2931932806968689
216,0.3420858383178711,-0.3676029443740845
217,0.38881799578666687,-0.4188859760761261
218,0.2866795063018799,-0.25605547428131104
219,0.3031783699989319,-0.3166714608669281
220,1.5816450119018555,-1.8917715549468994
221,0.4351150393486023,-0.4734286665916443
222,0.40680843591690063,-0.27674412727355957
223,0.342761754989624,-0.2519209682941437
224,0.3254488408565521,-0.29656869173049927
225,0.5569884181022644,-0.32045698165893555
226,0.350369930267334,-0.4065755009651184
227,0.30123838782310486,-0.17301234602928162
228,0.38549095392227173,-0.40120065212249756
229,0.22737467288970947,-0.27431610226631165
230,0.7173591256141663,-0.46664753556251526
231,1.977412223815918,-2.4982590675354004
232,0.3301500678062439,-0.3815684914588928
233,0.4751631021499634,-0.3395938575267792
234,0.29406648874282837,-0.2291582226753235
235,1.3023526668548584,-2.093505620956421
236,0.29023653268814087,-0.27337735891342163
237,0.19750617444515228,-0.2562515139579773
238,0.3055853247642517,-0.24098795652389526
239,0.5394576787948608,-0.2473786324262619
240,0.25040584802627563,-0.1943870633840561
241,0.39228981733322144,-0.5435832738876343
242,1.7957569360733032,-2.240821361541748
243,0.33663028478622437,-0.5337650775909424
244,0.7778947353363037,-0.499442994594574
245,0.29837727546691895,-0.31278643012046814
246,1.0975596904754639,-0.6443189978599548
247,0.45109912753105164,-0.6829012632369995
248,0.23101359605789185,-0.3273123502731323
249,0.43063846230506897,-0.4810398519039154
250,0.26141557097435,-0.2964114248752594
251,0.3613291084766388,-0.27208614349365234
252,0.2623142600059509,-0.44026243686676025
253,0.38720226287841797,-0.36802607774734497
254,0.3967994153499603,-0.3233715295791626
255,0.2598515748977661,-0.2816907465457916
256,0.21027694642543793,-0.439841628074646
257,0.5811699032783508,-0.2857864499092102
258,0.4489498734474182,-0.5083943605422974
259,0.4054883122444153,-0.29258227348327637
260,0.26798444986343384,-0.3183411657810211
261,0.5906057953834534,-0.5009622573852539
262,0.4577653408050537,-0.6103845834732056
263,0.5116845965385437,-0.5739501714706421
264,0.4988129138946533,-0.27728891372680664
265,0.3238521218299866,-0.6856204271316528
266,0.4739478826522827,-0.3035793602466583
267,0.32629817724227905,-0.36688143014907837
268,0.2325834035873413,-0.27477407455444336
269,0.2926678955554962,-0.18664003908634186
270,0.4063820242881775,-0.3227769136428833
271,0.6263071894645691,-0.3654903471469879
272,0.24091821908950806,-0.27341538667678833
273,0.776835560798645,-0.3803926408290863
274,0.4519684910774231,-0.39379018545150757
275,0.3092249035835266,-0.4950677156448364
276,0.23933833837509155,-0.22601500153541565
277,0.26363611221313477,-0.44790494441986084
278,0.2565259337425232,-0.3087385892868042
279,0.36268532276153564,-0.2703235447406769
280,0.33584800362586975,-0.4250803291797638
281,0.22379080951213837,-0.29506492614746094
282,0.4819626808166504,-0.25491800904273987
283,0.6654582023620605,-0.35402390360832214
284,0.4257905185222626,-0.21463268995285034
285,0.5195990204811096,-0.9674962759017944
286,0.3547111749649048,-0.4484584331512451
287,0.5822463631629944,-0.5019662380218506
288,0.2894386947154999,-0.2982850670814514
289,0.18111427128314972,-0.16180452704429626
290,0.26670050621032715,-0.23761743307113647
291,0.31637904047966003,-0.3292187452316284
292,0.4036034643650055,-0.4141075015068054
293,0.2550917863845825,-0.6020203232765198
294,0.25872039794921875,-0.41675370931625366
295,0.20580236613750458,-0.42551612854003906
296,0.27679550647735596,-0.21256397664546967
297,0.24494081735610962,-0.3186977505683899
298,0.31027019023895264,-0.2839507460594177
299,0.4588172435760498,-0.24103772640228271
300,0.3655891716480255,-0.2358749806880951
301,1.0564916133880615,-0.4957200288772583
302,0.39916542172431946,-0.5521755814552307
303,0.2745407223701477,-0.28435322642326355
304,0.11862078309059143,-0.27770060300827026
305,0.6407206058502197,-0.30234038829803467
306,0.23832790553569794,-0.23113444447517395
307,0.35308030247688293,-0.3027123808860779
308,0.2665897011756897,-0.3466455638408661
309,0.3146905303001404,-0.22811490297317505
310,0.3713672459125519,-0.236538827419281
311,0.16157856583595276,-0.274553507566452
312,0.290355920791626,-0.4291948974132538
313,0.2800997793674469,-0.39573007822036743
314,0.3376503586769104,-0.26207998394966125
315,0.40207287669181824,-0.42711150646209717
316,1.0630404949188232,-1.141566514968872
317,0.26412487030029297,-0.23090919852256775
318,0.2495569884777069,-0.2530032694339752
319,0.40466243028640747,-0.3929724097251892
320,0.26610052585601807,-0.21521195769309998
321,0.5438412427902222,-0.4539582133293152
322,0.2966701090335846,-0.3146809935569763
323,0.31038394570350647,-0.17368268966674805
324,0.5310348868370056,-0.3678329586982727
325,0.33000341057777405,-0.49096983671188354
326,0.27812841534614563,-0.20280656218528748
327,0.2436693012714386,-0.3350965678691864
328,0.15203815698623657,-0.2102089822292328
329,0.3993526101112366,-0.44532373547554016
330,0.3784584105014801,-0.22231227159500122
331,0.4687140882015228,-0.4852668046951294
332,0.5630157589912415,-0.4550122320652008
333,0.2513089179992676,-0.2587905526161194
334,0.3689839243888855,-0.23227520287036896
335,0.2634122371673584,-0.2705303430557251
336,0.26148858666419983,-0.42937737703323364
337,0.6630141139030457,-0.4576212763786316
338,0.8026434183120728,-0.5347623229026794
339,0.48942506313323975,-0.2078864872455597
340,0.23733767867088318,-0.3281659483909607
341,0.18431471288204193,-0.30476751923561096
342,0.33797967433929443,-0.4329562187194824
343,0.5230975151062012,-0.58742755651474
344,0.3385118544101715,-0.28757041692733765
345,0.3218381404876709,-0.4473235309123993
346,0.4337969124317169,-0.3116450011730194
347,0.3046466112136841,-0.2794263958930969
348,0.4442095160484314,-0.2635985314846039
349,0.32938292622566223,-0.2780613899230957
350,0.34133729338645935,-0.696905255317688
351,0.24481871724128723,-0.17811742424964905
352,0.2441556453704834,-0.38115423917770386
353,0.35071390867233276,-0.48050254583358765
354,0.3634694218635559,-0.25183942914009094
355,0.47311335802078247,-0.21689073741436005
356,0.4757131338119507,-0.3788725733757019
357,0.3674871325492859,-0.23520329594612122
358,0.2000240683555603,-0.32677552103996277
359,0.48913729190826416,-0.5313584208488464
360,0.621271550655365,-0.6689981818199158
361,0.35197997093200684,-0.28506219387054443
362,0.2363598644733429,-0.3191165626049042
363,0.3000369071960449,-0.41237062215805054
364,0.286287784576416,-0.5000180602073669
365,0.22533899545669556,-0.38519009947776794
366,0.440915584564209,-0.3823787271976471
367,0.3798752427101135,-0.5389449596405029
368,0.22975270450115204,-0.16678036749362946
369,0.27362966537475586,-0.26465994119644165
370,0.225877583026886,-0.18951919674873352
371,0.4992838501930237,-0.36628708243370056
372,0.21566322445869446,-0.372913122177124
373,0.24905040860176086,-0.264017254114151
374,0.22307279706001282,-0.3403027653694153
375,0.48904889822006226,-0.24530795216560364
376,0.4568423628807068,-0.33711785078048706
377,0.2710888385772705,-0.20207369327545166
378,0.27514931559562683,-0.5023965835571289
379,1.6709476709365845,-1.928329586982727
380,0.5784709453582764,-0.36041781306266785
381,0.23818081617355347,-0.3445103168487549
382,0.47729218006134033,-0.6291118264198303
383,0.5734429359436035,-0.4576728343963623
384,0.5287528038024902,-0.2742474377155304
385,0.37027353048324585,-0.36362984776496887
386,0.45978283882141113,-0.43024417757987976
387,0.22332417964935303,-0.22687754034996033
388,0.6126490235328674,-0.7633901238441467
389,0.3554861545562744,-0.3164982199668884
390,0.3931896984577179,-0.22807112336158752
391,0.35001909732818604,-0.3612823486328125
392,0.3766827881336212,-0.18818457424640656
393,0.4840197265148163,-0.4902983605861664
394,0.2501535415649414,-0.41148847341537476
395,0.17230896651744843,-0.2521582543849945
396,0.22454971075057983,-0.6593444347381592
397,0.3701924681663513,-0.29840293526649475
398,0.23096208274364471,-0.23259705305099487
399,0.573546826839447,-0.27886998653411865
400,0.6965287923812866,-0.35177692770957947
401,0.18227514624595642,-0.39211925864219666
402,0.2962520718574524,-0.3737739324569702
403,0.37847036123275757,-0.4187086820602417
404,0.35645896196365356,-0.6283833980560303
405,0.15227504074573517,-0.2025483250617981
406,2.5487282276153564,-1.8302667140960693
407,0.23292967677116394,-0.16297367215156555
408,0.2827763259410858,-0.325203537940979
409,0.3947746753692627,-0.702194094657898
410,0.23119157552719116,-0.36300861835479736
411,0.38995617628097534,-0.3509959876537323
412,0.25622081756591797,-0.44534388184547424
413,0.22777296602725983,-0.24335655570030212
414,0.3441290259361267,-0.36571165919303894
415,0.21578185260295868,-0.29796522855758667
416,0.2547817826271057,-0.29971176385879517
417,0.35865309834480286,-0.21534325182437897
418,0.3972542881965637,-0.48848313093185425
419,0.48616451025009155,-0.21067702770233154
420,0.21505701541900635,-0.3963073194026947
421,0.8531692028045654,-1.1868095397949219
422,0.3494808077812195,-0.3611566126346588
423,0.2957584261894226,-0.24241377413272858
424,0.332118958234787,-0.2461932897567749
425,0.3279675245285034,-0.3133002817630768
426,1.5947747230529785,-2.211975574493408
427,0.5456525087356567,-0.38250046968460083
428,2.5065746307373047,-2.2257256507873535
429,0.3442208766937256,-0.16036483645439148
430,0.3160177767276764,-0.2580637037754059
431,0.23688378930091858,-0.20986084640026093
432,0.4279989004135132,-0.4718852639198303
433,0.2152893841266632,-0.299607515335083
434,0.16818125545978546,-0.3635452389717102
435,0.4019685387611389,-0.5788537859916687
436,0.2776927053928375,-0.2499569058418274
437,0.2866365313529968,-0.24281519651412964
438,0.6522063612937927,-0.5056146383285522
439,0.42603039741516113,-0.30929672718048096
440,0.38074997067451477,-0.2993031144142151
441,0.7538859844207764,-0.2640271484851837
442,0.18647852540016174,-0.3750801682472229
443,0.35557255148887634,-0.22776725888252258
444,0.40240320563316345,-0.38310354948043823
445,0.30054599046707153,-0.36518463492393494
446,0.4515649676322937,-0.42461538314819336
447,0.31834474205970764,-0.42015761137008667
448,0.2695029377937317,-0.1774735152721405
449,0.547156810760498,-0.6401093602180481
450,0.17287349700927734,-0.2440081685781479
451,0.16909581422805786,-0.37189167737960815
452,0.4249962270259857,-0.29142123460769653
453,0.49352577328681946,-0.3439376652240753
454,0.3563336730003357,-0.3536764085292816
455,0.22822096943855286,-0.4865056872367859
456,0.5176899433135986,-0.3976447880268097
457,0.3376815915107727,-0.27828696370124817
458,0.3047359585762024,-0.15540921688079834
459,0.25611236691474915,-0.3517400026321411
460,0.30308228731155396,-0.15402929484844208
461,0.3162524700164795,-0.5262354612350464
462,0.2868438959121704,-0.3292827010154724
463,0.3411780595779419,-0.47615063190460205
464,0.5565402507781982,-0.4561072587966919
465,0.260396808385849,-0.3393484354019165
466,0.2732124626636505,-0.30608174204826355
467,0.35875403881073,-0.33067750930786133
468,0.1884860396385193,-0.30351492762565613
469,0.33654236793518066,-0.332690566778183
470,0.4494769871234894,-0.219876229763031
471,0.3413534462451935,-0.2805066704750061
472,0.3762173652648926,-0.28971022367477417
473,0.23104235529899597,-0.2805141508579254
474,0.38941556215286255,-0.2783350646495819
475,0.40906354784965515,-0.4800110459327698
476,0.3204518258571625,-0.36280113458633423
477,0.5116387009620667,-0.44624850153923035
478,0.4131770730018616,-0.3814716339111328
479,0.1315767914056778,-0.17574137449264526
480,0.37508049607276917,-0.28794151544570923
481,0.2215503603219986,-0.2393760085105896
482,0.29512399435043335,-0.26451727747917175
483,0.1723022311925888,-0.15173232555389404
484,0.2716690003871918,-0.3319028615951538
485,0.2045239508152008,-0.17009291052818298
486,0.37621957063674927,-0.2588576078414917
487,0.3495766222476959,-0.23606175184249878
488,0.38831228017807007,-0.33158057928085327
489,0.2035561203956604,-0.31444424390792847
490,0.2980467975139618,-0.33113887906074524
491,0.3385000228881836,-0.33094966411590576
492,0.41793394088745117,-0.48385173082351685
493,0.30557188391685486,-0.29743313789367676
494,0.5427586436271667,-0.41936540603637695
495,2.0168066024780273,-1.4862375259399414
496,0.9085185527801514,-0.489615797996521
497,0.5716108083724976,-0.36066538095474243
498,0.3093075156211853,-0.3694077432155609
499,0.37213823199272156,-0.15944236516952515
500,0.2911302149295807,-0.46759799122810364
501,0.3623780310153961,-0.55294269323349
502,0.4922277331352234,-0.1956811547279358
503,0.23632149398326874,-0.31923696398735046
504,0.25296151638031006,-0.24006712436676025
505,0.49147894978523254,-0.38393113017082214
506,2.436933994293213,-1.6760354042053223
507,0.20045632123947144,-0.27121976017951965
508,2.581733226776123,-1.5522003173828125
509,0.2463884800672531,-0.2883257567882538
510,0.24202805757522583,-0.26055023074150085
511,0.24013100564479828,-0.3560493290424347
