CCCCCCCCCN(CC(C)(C)C)C(=O)N[C@H]1CCCC[C@@H]1OC(=O)CCNC(=O)C2OC(C)(C)OCC2(C)C
CCOCCC(=O)Oc1c2C(=O)Oc3ccc(C)c4C(=O)Oc(c2c34)c5c(O[C@@H]6O[C@H](C)[C@@H]7O[C@H](O[C@@H]7[C@H]6O[C@H]8O[C@H](C)[C@H](O)[C@H](OC)[C@H]8O)c9ccccc9)cccc15
CCOC(=O)c1c(C)cc2C(=NNC(=O)c2c1C)CO
CCN1CC\C(=C/c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)\S1(=O)=O
CCCCCC1(CCCCC)Cc2c(O1)cc(c(O)c2C(C)(C)C)C(C)(C)C
CCN(C\C=C/c1ccc(C2CCCCC2)c(Cl)c1)C3CCCCC3
N[C@@H](CN1C=CC(=O)C(=C1)O)C(=O)O
CCCC(=O)OCOC(=O)C(C)(C)C
CC(=N)N1CC[C@@H](C1)Oc2ccc(cc2)[C@H](Cc3ccc4ccc(cc4c3)C(=N)N)C(=O)O
OC(=O)CN1C(=O)N(Cc2cccc(c2)[N+](=O)[O-])C(=O)C1=O
OP(=O)(O)CN1CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CC1
COc1cc(C=O)cc2N3CC4C(N4C(=O)C)C(OC(=O)C)(O3)C(COC(=O)N)c12
COC[C@@H]1CN(C(=O)O1)c2noc3cc(OCCCC(F)(F)F)ccc23
OC(=O)C[C@H]1CCCCN1C(=O)\C=C\c2c(nn3ccccc23)c4ccccc4
NCCCNc1ccc2c(CNCCO)nn3c4c(O)ccc(O)c4C(=O)c1c23
CN1CCc2cc(c(O)cc2C(C1)c3cccc4CCOc34)[N+](=O)[O-]
CC1(C)CN[Se]c2ccccc12
O=C(N1CCCCC1)c2ccc3nccnc3c2
CC(C)c1cc2ncnn2nc1OCC(C)(C)CS(=O)(=O)N
Cc1c(C#N)c(N)[nH]c1c2ccccc2F
CCN(CC)CCNc1ccc2ncn3c4ccc(O)cc4C(=O)c1c23
CC1=C([C@@H](Oc2cc(OC(=O)C(C)(C)C)ccc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(OC(=O)C(C)(C)C)cc5
COc1c(C)c(C)c(O)c(C)c1CN(C)CCOc2cc(C)c(O)cc2C(C)C
Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3NC(=O)Sc23)cc1
CCOP(=O)(Cc1ccc(NC(=O)[C@H]2Cc3cc4OCOc4cc3C(=O)[C@H](C)S2)cc1)OCC
COc1ccc(CCNCCCNC(=O)c2ccc(cc2)[N+](=O)[O-])cc1OC
CCO\N=C(/C)\c1ccc2c(c1)ncn2c3cccc(c3)c4cccnc4
FC(F)(F)C1=C[C@H](C2=C(CCCC2=O)N1)c3cccc(c3)C#N
COc1ccc(CCN2CCC(CC2)c3oc(c(COCC(F)(F)F)n3)c4ccc(F)cc4)cc1S(=O)(=O)N
OC(=O)[C@H](Cc1ccc(cc1)c2nccs2)NC(=O)[C@@H](CS)Cc3ccccc3
CN[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H](CC(C)C)C(=O)N
COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c3cccnc13
Cc1c(N2C[C@@H](F)[C@H](C2)C3(N)CC3)c(F)c(N)c4C(=O)C(=CN([C@@H]5C[C@@H]5F)c14)C(=O)O
CC1(C)[C@H]2C[C@H](C\C=C/CCCC(=O)O)[C@@H](NC(=O)c3csc4ccc(O)cc34)[C@@H]1C2
C=CCc1c2CN3[C@H](Cc2ccc1OCc4ccccn4)C(=O)N(CC3=O)C5CCCC5
CCCCCCCC\C=C/CCCCCCCC(=O)Oc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCc2c1
FC(F)(F)[C@]1(NC(=O)Nc2ccc(Cl)cc12)\C=C\C3CC3
O[C@@H]1[C@@H](Cc2ccccc2)COc3cc(ccc13)c4cc(ccc4C(=O)O)C(F)(F)F
CN(C)C(=O)NC1(CCN(CC[C@]2(CN(CCO2)C(=O)c3ccccc3)c4ccc(F)c(F)c4)CC1)c5ccccc5
CCCc1nc(c(C(=O)O)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4)C(C)(C)O
